Brand,Model,CPU,RAM (GB),Storage (GB),GPU,Purpose,Price ($),Screen (in),OS,Weight (kg),Battery Life (hrs),Release Year,Color
HP,Envy 13,Intel i5,8,256,Intel Iris Xe,Office Work,1099.99,13.3,Windows 11,1.3,12,2024,Silver
Lenovo,IdeaPad 5,Intel i5,8,512,Intel Iris Xe,Business,899.99,14,Windows 11,1.4,11,2024,Platinum Grey
Apple,MacBook Pro 16 M2,Apple M2,32,512,Apple GPU,Gaming,2499,16.2,macOS,2.1,18,2024,Space Gray
ASUS,Vivobook Pro 16 OLED,Intel i9,16,512,NVIDIA RTX 3050,Designing,1799,16,Windows 11,2.1,8,2024,Indie Black
MSI,Creator 15,Intel i9,32,1000,NVIDIA RTX 3070,Browsing,2499,15.6,Windows 11,2,7,2024,Carbon Black
Acer,Nitro 5,Intel i7,16,512,NVIDIA GTX 1650,Office Work,1099,15.6,Windows 11,2.3,9,2024,Shale Black
Gigabyte,Aorus 15G,Intel i7,32,1000,NVIDIA RTX 3070,Video Editing,2199,15.6,Windows 11,2.1,7,2024,Gunmetal Grey
Dell,Alienware X17,Intel i9,32,1000,NVIDIA RTX 3080,Business,2799,17.3,Windows 11,2.5,6,2024,Lunar Light
HP,Pavilion x360 14,Intel i7,16,512,Intel Iris Xe,Gaming,1399,14,Windows 11,1.6,10,2024,Modern Silver
ASUS,ROG Flow Z13,Intel i7,16,512,NVIDIA RTX 3050,Gaming,1899,13.4,Windows 11,1.1,8,2024,Eclipse Gray
Lenovo,Legion Slim 7,AMD Ryzen 9,16,512,NVIDIA RTX 3070,Professional,1799,15.6,Windows 11,1.9,9,2024,Storm Gray
Acer,Swift 5,Intel i7,16,512,Intel Iris Xe,Gaming,1699,14,Windows 11,1.2,12,2024,Mist Green
MSI,GS66 Stealth,Intel i7,16,512,NVIDIA RTX 3070,Everyday Use,2299,15.6,Windows 11,2.1,7,2024,Black
Dell,G15 5510,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1499,15.6,Windows 11,2.4,8,2024,Phantom Grey
Apple,MacBook Pro 13 M2,Apple M2,8,256,Apple GPU,Business,1299,13.3,macOS,1.4,14,2024,Starlight
Lenovo,ThinkPad L15,Intel i5,8,256,Intel UHD Graphics,Professional,649,15.6,Windows 11,1.8,10,2024,Black
HP,Elite Dragonfly G3,Intel i5,8,512,Intel Iris Xe,Professional,1799,13.3,Windows 11,1.1,12,2024,Dragonfly Blue
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2499,17.3,Windows 11,2.5,6,2024,Titanium Gray
Gigabyte,G5 AE,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1299,15.6,Windows 11,2.3,8,2024,Black
Apple,MacBook Air M2,Apple M2,16,512,Apple GPU,Professional,1399,13.6,macOS,1.2,18,2024,Midnight
Dell,Latitude 7320,Intel i5,8,512,Intel Iris Xe,Gaming,1799,13.3,Windows 11,1.2,12,2024,Black
Lenovo,Flex 5 14,AMD Ryzen 7,16,512,AMD Radeon Vega,Gaming,1099,14,Windows 11,1.5,10,2024,Graphite
ASUS,TUF Gaming F15,Intel i7,16,512,NVIDIA GTX 1660 Ti,Professional,1299,15.6,Windows 11,2.3,9,2024,Bonfire Black
MSI,Alpha 15,AMD Ryzen 7,16,512,AMD Radeon RX 6600M,Casual Use,1199,15.6,Windows 11,2.4,8,2024,Black
Dell,Vostro 14 5000,Intel i5,8,256,Intel UHD Graphics,Office Work,849,14,Windows 11,1.6,10,2024,Black
Acer,ConceptD 7 Pro,Intel i9,32,1000,NVIDIA RTX 3070,Business,2999,15.6,Windows 11,2.1,6,2024,Moonstone White
ASUS,ROG Strix Scar 15,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2999,15.6,Windows 11,2.4,7,2024,Electro Punk
MSI,GE66 Raider,Intel i7,16,512,NVIDIA RTX 3060,Everyday Use,1699,15.6,Windows 11,2,8,2024,Black
ASUS,VivoBook 15,Intel i5,8,512,Intel Iris Xe,Portability,749,15.6,Windows 11,1.8,9,2024,Transparent Silver
HP,Pavilion 15,Intel i7,16,512,Intel Iris Xe,Development,1199,15.6,Windows 11,2,10,2024,Ceramic White
Lenovo,ThinkPad L14,Intel i5,8,256,Intel UHD,Student Use,749,14,Windows 11,1.7,10,2024,Black
Apple,MacBook Pro 13 M2,Apple M2,8,256,Apple GPU,Hybrid Use,1299,13.3,macOS,1.4,14,2024,Starlight
ASUS,TUF Dash F15,Intel i7,16,512,NVIDIA RTX 3070,Content Creation,1799,15.6,Windows 11,2,8,2024,Eclipse Grey
Dell,Inspiron 13 5000,Intel i5,8,256,Intel UHD,Graphic Design,849,13.3,Windows 11,1.4,11,2024,Platinum Silver
HP,Elite Dragonfly,Intel i5,16,512,Intel Iris Xe,3D Rendering,1599,13.3,Windows 11,1.1,12,2024,Dragonfly Blue
Lenovo,IdeaPad 3 15,AMD Ryzen 5,8,512,AMD Radeon Vega,High-End Work,699,15.6,Windows 11,1.7,9,2024,Abyss Blue
ASUS,ZenBook Flip 14,Intel i7,16,512,Intel Iris Xe,Gaming/Workstation,1399,14,Windows 11,1.4,12,2024,Pine Grey
Acer,Swift 3,AMD Ryzen 5,8,512,Radeon Vega 7,Mid-Level Gaming,799,14,Windows 11,1.2,13,2024,Silver
MSI,GF63 Thin 11SC,Intel i5,8,512,NVIDIA GTX 1650,Productivity,999,15.6,Windows 11,1.9,8,2024,Black
Dell,Latitude 7410 2-in-1,Intel i7,16,512,Intel Iris Xe,Gaming,1799,14,Windows 11,1.3,10,2024,Silver
Lenovo,Legion Y7000,Intel i7,16,512,NVIDIA GTX 1650,Creative Work,1199,15.6,Windows 11,2.3,7,2024,Phantom Black
MSI,Stealth GS66,Intel i7,32,512,NVIDIA RTX 3070,High-End Gaming,2299,15.6,Windows 11,2,7,2024,Carbon Black
Apple,MacBook Air M2,Apple M2,16,512,Apple GPU,Gaming/Design,1399,13.6,macOS,1.2,18,2024,Midnight
HP,Omen 15,Intel i7,16,512,NVIDIA RTX 3060,2-in-1 Work,1699,15.6,Windows 11,2.3,8,2024,Shadow Black
Dell,XPS 13 Plus,Intel i7,16,512,Intel Iris Xe,Gaming/Workstation,1799,13.4,Windows 11,1.2,11,2024,Platinum
ASUS,ROG Zephyrus G14,AMD Ryzen 9,16,512,NVIDIA RTX 3060,Hardcore Gaming,1999,14,Windows 11,1.7,9,2024,Eclipse Gray
Lenovo,ThinkPad X1 Carbon Gen 9,Intel i7,16,512,Intel Iris Xe,Professional Use,2299,14,Windows 11,1.1,15,2024,Black
MSI,Creator 17,Intel i9,32,1000,NVIDIA RTX 3070,Content Creation,2499,17.3,Windows 11,2.5,6,2024,Titan Gray
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1799,15.6,Windows 11,2,7,2024,Black
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Business,1899,13.5,Windows 11,1.3,14,2024,Nightfall Black
ASUS,Vivobook Pro 14,Intel i7,16,512,Intel Iris Xe,Productivity,1199,14,Windows 11,1.5,12,2024,Solar Silver
Lenovo,ThinkPad P1 Gen 4,Intel i9,32,1000,NVIDIA RTX 3070,Business/Travel,2599,15.6,Windows 11,2.1,8,2024,Black
Acer,Swift 5,Intel i7,16,512,Intel Iris Xe,2-in-1 Productivity,1699,14,Windows 11,1.2,12,2024,Mist Green
MSI,GF65 Thin,Intel i7,16,512,NVIDIA GTX 1660 Ti,Eco-Friendly Use,1299,15.6,Windows 11,1.8,9,2024,Red
Dell,Alienware X17,Intel i9,32,1000,NVIDIA RTX 3080,Lightweight Use,2799,17.3,Windows 11,2.5,6,2024,Lunar Light
HP,Envy 13,Intel i5,8,256,Intel Iris Xe,Student/General Use,1099.99,13.3,Windows 11,1.3,12,2024,Silver
Lenovo,ThinkPad L15,Intel i5,8,256,Intel UHD,General Use,749,15.6,Windows 11,1.9,10,2024,Black
ASUS,VivoBook 14,AMD Ryzen 5,8,512,AMD Radeon Vega,Entry-Level Gaming,699,14,Windows 11,1.5,8,2024,Quiet Blue
MSI,Summit E14,Intel i7,16,512,Intel Iris Xe,Ultraportable Work,1599,14,Windows 11,1.6,10,2024,Carbon Black
HP,Omen 16,AMD Ryzen 7,16,512,NVIDIA RTX 3070,2-in-1 Premium Use,1799,16.1,Windows 11,2.3,8,2024,Phantom Grey
Dell,XPS 13,Intel i5,8,256,Intel Iris Xe,High-End Gaming,1299,13.4,Windows 11,1.2,11,2024,Black
Lenovo,Yoga 7i 14,Intel i7,16,512,Intel Iris Xe,Creative/Editing,1299,14,Windows 11,1.5,12,2024,Storm Grey
ASUS,ROG Flow Z13,Intel i7,16,512,NVIDIA RTX 3050,Portable Office Use,1999,13.4,Windows 11,1.1,9,2024,Black
Acer,Nitro 5,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Budget Work/Study,1399,15.6,Windows 11,2.3,7,2024,Black
Dell,Inspiron 14 5000,Intel i7,16,512,Intel Iris Xe,Extreme Gaming,999,14,Windows 11,1.6,9,2024,Black
HP,Spectre x360 13,Intel i7,16,512,Intel Iris Xe,Developer/Design,1599,13.3,Windows 11,1.3,12,2024,Nightfall Black
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Stylish Productivity,3199,17.3,Windows 11,2.9,6,2024,Black
Lenovo,ThinkPad X1 Yoga Gen 6,Intel i7,16,512,Intel Iris Xe,Power/Design Work,1899,14,Windows 11,1.4,14,2024,Black
Dell,Alienware M15 R6,Intel i9,32,1000,NVIDIA RTX 3080,General Use,2599,15.6,Windows 11,2.4,6,2024,Dark Side of the Moon
ASUS,ROG Strix G15,AMD Ryzen 9,16,512,NVIDIA RTX 3070,Productivity,1799,15.6,Windows 11,2.3,7,2024,Phantom Black
HP,Spectre x360 13.5,Intel i7,16,512,Intel Iris Xe,Productivity,1599,13.5,Windows 11,1.3,12,2024,Nocturne Blue
Acer,Predator Triton 500,Intel i7,16,512,NVIDIA RTX 3060,General Use,1699,15.6,Windows 11,2,8,2024,Abyssal Black
Lenovo,IdeaPad 5 15,Intel i5,8,512,Intel Iris Xe,Productivity,899,15.6,Windows 11,1.8,9,2024,Platinum Gray
Dell,XPS 15 9500,Intel i7,16,512,NVIDIA GTX 1650,Creative,1799,15.6,Windows 11,2,8,2024,Frost Silver
MSI,GF63 Thin 10SCSR,Intel i5,8,512,NVIDIA GTX 1650,Business,999,15.6,Windows 11,1.9,7,2024,Black
HP,Omen 15,Intel i7,16,512,NVIDIA RTX 3070,Productivity,1799,15.6,Windows 11,2.3,8,2024,Shadow Black
ASUS,ZenBook Duo 14,Intel i7,16,512,Intel Iris Xe,Gaming,1699,14,Windows 11,1.6,10,2024,Pine Gray
Apple,MacBook Pro 14 M1 Pro,Apple M1 Pro,16,512,Apple GPU,Gaming,1999,14.2,macOS,1.6,17,2024,Space Gray
Lenovo,ThinkPad L15 Gen 1,Intel i5,8,256,Intel UHD,Portability,699,15.6,Windows 11,1.9,10,2024,Black
Dell,Inspiron 15 5000,Intel i5,8,512,Intel Iris Xe,Development,799,15.6,Windows 11,1.8,9,2024,Silver
ASUS,VivoBook Pro 15,AMD Ryzen 7,16,512,AMD Radeon Vega,Development/Content Creation,1099,15.6,Windows 11,1.9,8,2024,Transparent Silver
HP,Elite Dragonfly G2,Intel i7,16,512,Intel Iris Xe,Business,2199,13.3,Windows 11,1.1,12,2024,Dragonfly Blue
Lenovo,Legion 5 Pro,AMD Ryzen 9,32,512,NVIDIA RTX 3070,Hybrid Use,2199,16,Windows 11,2.4,6,2024,Storm Gray
Acer,Aspire 5,Intel i5,8,256,Intel UHD,Gaming/Workstation,649,15.6,Windows 11,1.7,8,2024,Silver
MSI,Creator M16,Intel i7,16,512,NVIDIA RTX 3050,Gaming/Workstation,1599,16,Windows 11,2,8,2024,Midnight Black
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Hybrid Use,1099,13.6,macOS,1.2,18,2024,Starlight
Lenovo,Yoga Slim 7i,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1399,14,Windows 11,1.4,12,2024,Slate Grey
HP,Pavilion 14,Intel i5,8,512,Intel Iris Xe,Gaming,749,14,Windows 11,1.6,9,2024,Ceramic White
MSI,GE66 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Professional,2899,15.6,Windows 11,2.4,6,2024,Black
Lenovo,ThinkPad X13,Intel i5,8,256,Intel UHD,Gaming,899,13.3,Windows 11,1.3,10,2024,Black
Dell,Latitude 14 5000,Intel i5,8,512,Intel UHD,Content Creation,799,14,Windows 11,1.5,9,2024,Black
ASUS,ZenBook 14,Intel i7,16,512,Intel Iris Xe,Gaming,1499,14,Windows 11,1.2,10,2024,Pine Gray
HP,Envy 15,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1399,15.6,Windows 11,2.1,9,2024,Nightfall Black
Lenovo,ThinkPad P15,Intel i9,32,1000,NVIDIA RTX 4000,Gaming,2599,15.6,Windows 11,2.3,7,2024,Black
Dell,Precision 7560,Intel i7,16,512,NVIDIA RTX A2000,Gaming,2299,15.6,Windows 11,2.4,8,2024,Black
Acer,Nitro 7,Intel i7,16,512,NVIDIA RTX 3060,Hybrid Use,1699,15.6,Windows 11,2.1,7,2024,Black
HP,EliteBook 840 G8,Intel i7,16,512,Intel Iris Xe,Business,1899,14,Windows 11,1.4,10,2024,Silver
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Content Creation,1599,15.6,Windows 11,2.3,8,2024,Graphite Black
Lenovo,IdeaPad 3 14,Intel i5,8,256,Intel UHD,Productivity,699,14,Windows 11,1.6,9,2024,Platinum Gray
Dell,Inspiron 13 5000,Intel i5,8,256,Intel UHD,Professional,699,13.3,Windows 11,1.3,8,2024,Silver
Acer,Aspire 7,Intel i7,16,512,NVIDIA GTX 1650,Professional,1199,15.6,Windows 11,2.2,8,2024,Charcoal Black
HP,Pavilion x360 14,Intel i5,8,512,Intel Iris Xe,Professional,849,14,Windows 11,1.6,9,2024,Silver
ASUS,VivoBook S14,Intel i7,8,512,Intel Iris Xe,Gaming,949,14,Windows 11,1.4,10,2024,Transparent Silver
MSI,GE75 Raider,Intel i9,32,1000,NVIDIA RTX 3070,Content Creation,2899,17.3,Windows 11,2.5,6,2024,Black
Apple,MacBook Pro 13 M2,Apple M2,8,256,Apple GPU,Gaming,1299,13.3,macOS,1.4,20,2024,Space Gray
Lenovo,ThinkPad L14,Intel i7,16,512,Intel UHD,Hybrid Use,999,14,Windows 11,1.7,9,2024,Black
Dell,Latitude 13 5000,Intel i5,8,256,Intel UHD,Hybrid Use,799,13.3,Windows 11,1.3,8,2024,Black
ASUS,ROG Strix G17,AMD Ryzen 9,16,512,NVIDIA RTX 3070,Gaming,1799,17.3,Windows 11,2.6,7,2024,Eclipse Gray
Apple,MacBook Pro 16 M1 Pro,Apple M1 Pro,32,1000,Apple GPU,Portability,2499,16.2,macOS,2.1,21,2024,Space Gray
Dell,XPS 13 9305,Intel i7,16,512,Intel Iris Xe,Development,1399,13.4,Windows 11,1.2,12,2024,Platinum Silver
Lenovo,Legion 7i,Intel i9,32,1000,NVIDIA RTX 3080,Student Use,2499,15.6,Windows 11,2.5,6,2024,Phantom Black
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1599,14,Windows 11,1.3,12,2024,Poseidon Blue
MSI,GS66 Stealth,Intel i9,32,1000,NVIDIA RTX 3080,Content Creation,2599,15.6,Windows 11,2.1,7,2024,Black Steel
Lenovo,ThinkPad X1 Extreme Gen 4,Intel i9,32,1000,NVIDIA RTX 3060,Graphic Design,2399,15.6,Windows 11,1.8,9,2024,Black
ASUS,ZenBook Flip 14,Intel i7,16,512,Intel Iris Xe,3D Rendering,1499,14,Windows 11,1.4,10,2024,Pine Gray
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,High-End Work,999,13.6,macOS,1.2,18,2024,Starlight
HP,Omen 17,Intel i7,16,512,NVIDIA RTX 3070,Gaming/Workstation,1999,17.3,Windows 11,2.5,7,2024,Shadow Black
ASUS,VivoBook Pro 14,AMD Ryzen 7,16,512,AMD Radeon Vega,Mid-Level Gaming,1099,14,Windows 11,1.6,8,2024,Transparent Silver
Dell,Latitude 14 5000,Intel i5,8,256,Intel UHD,Productivity,799,14,Windows 11,1.5,9,2024,Black
Lenovo,Yoga Slim 7i,Intel i7,16,512,Intel Iris Xe,Gaming,1399,14,Windows 11,1.4,12,2024,Slate Grey
Acer,Nitro 5,Intel i7,16,512,NVIDIA RTX 3060,Content Creation,1599,15.6,Windows 11,2.3,8,2024,Abyssal Black
HP,Pavilion 14,Intel i5,8,512,Intel Iris Xe,Professional,799,14,Windows 11,1.6,9,2024,Ceramic White
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3070,Gaming,2599,17.3,Windows 11,2.7,6,2024,Black
ASUS,TUF Gaming F15,Intel i7,16,512,NVIDIA RTX 3060,Content Creation,1499,15.6,Windows 11,2.3,8,2024,Graphite Black
Dell,Inspiron 14 5000,Intel i5,8,512,Intel UHD,Gaming,699,14,Windows 11,1.4,8,2024,Silver
Acer,Swift 3,Intel i5,8,512,Intel Iris Xe,Hybrid Use,799,14,Windows 11,1.3,10,2024,Silver
Lenovo,IdeaPad 5 15,Intel i5,8,512,Intel Iris Xe,Hybrid Use,899,15.6,Windows 11,1.8,9,2024,Platinum Gray
HP,EliteBook 850 G8,Intel i7,16,512,Intel Iris Xe,Gaming,1799,15.6,Windows 11,2,10,2024,Silver
ASUS,ZenBook 14,Intel i7,16,512,Intel Iris Xe,Professional,1399,14,Windows 11,1.2,12,2024,Pine Gray
MSI,Creator Z16,Intel i7,16,512,NVIDIA RTX 3060,Professional,1799,16,Windows 11,2,8,2024,Moonlight Silver
Lenovo,ThinkPad P1 Gen 3,Intel i9,32,1000,NVIDIA Quadro T1000,Professional,2499,15.6,Windows 11,2.1,8,2024,Black
HP,Spectre x360 15,Intel i7,16,512,Intel Iris Xe,Business,1699,15.6,Windows 11,2.1,12,2024,Nightfall Black
ASUS,VivoBook S15,Intel i7,8,512,Intel Iris Xe,Hybrid Use,999,15.6,Windows 11,1.8,9,2024,Transparent Silver
Dell,XPS 13 9310,Intel i7,16,512,Intel Iris Xe,Gaming/Workstation,1499,13.4,Windows 11,1.2,12,2024,Platinum Silver
Acer,Aspire 7,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1199,15.6,Windows 11,2.2,8,2024,Charcoal Black
Lenovo,ThinkPad T14s,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1699,14,Windows 11,1.3,11,2024,Black
ASUS,ROG Flow Z13,Intel i7,16,512,NVIDIA RTX 3050,Hybrid Use,1799,13.4,Windows 11,1.2,8,2024,Eclipse Gray
HP,Envy x360 13,Intel i5,8,512,Intel Iris Xe,Content Creation,999,13.3,Windows 11,1.3,10,2024,Natural Silver
Dell,Alienware m15,Intel i9,32,1000,NVIDIA RTX 3080,Professional,2699,15.6,Windows 11,2.5,7,2024,Lunar Light
Lenovo,Legion 5 Pro,AMD Ryzen 7,16,512,NVIDIA RTX 3070,Gaming,1599,16,Windows 11,2.4,8,2024,Phantom Blue
Apple,MacBook Pro 14 M1 Pro,Apple M1 Pro,16,512,Apple GPU,Student Use,1999,14.2,macOS,1.6,18,2024,Space Gray
MSI,Stealth GS66,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1599,15.6,Windows 11,2.1,8,2024,Black
ASUS,TUF Dash F15,Intel i7,16,512,NVIDIA RTX 3070,Gaming,1799,15.6,Windows 11,2.3,9,2024,Eclipse Gray
Dell,Inspiron 15 5000,Intel i5,8,256,Intel UHD,Gaming,749,15.6,Windows 11,1.8,10,2024,Silver
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3070,Gaming,1799,15.6,Windows 11,2.5,8,2024,Black
ASUS,ZenBook 13,Intel i7,8,512,Intel Iris Xe,Business/Work,1299,13.3,Windows 11,1.2,11,2024,Pine Gray
Apple,MacBook Pro 13 M2,Apple M2,8,256,Apple GPU,Business,1299,13.3,macOS,1.4,20,2024,Space Gray
HP,Omen 15,Intel i7,16,512,NVIDIA GTX 1660,Gaming/Workstation,1599,15.6,Windows 11,2.4,8,2024,Phantom Black
Dell,Inspiron 15 7000,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1499,15.6,Windows 11,1.9,10,2024,Black
Lenovo,ThinkPad X1 Carbon Gen 9,Intel i7,16,512,Intel Iris Xe,Professional,1799,14,Windows 11,1.1,12,2024,Black
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Hybrid Use,1599,15.6,Windows 11,2.3,9,2024,Graphite Black
MSI,GL66 Leopard,Intel i7,16,512,NVIDIA RTX 3060,Professional,1699,15.6,Windows 11,2.3,8,2024,Black
Lenovo,Legion 5,AMD Ryzen 9,32,1000,NVIDIA RTX 3070,Hybrid Use,1899,15.6,Windows 11,2.5,9,2024,Phantom Black
HP,Elite Dragonfly,Intel i7,16,512,Intel UHD,Hybrid Use,2299,13.3,Windows 11,1.2,15,2024,Nightfall Black
Apple,MacBook Air M1,Apple M1,8,256,Apple GPU,Professional,999,13.3,macOS,1.3,18,2024,Gold
Dell,XPS 13 9310,Intel i5,8,512,Intel Iris Xe,Student/Work,1299,13.4,Windows 11,1.2,12,2024,Platinum Silver
ASUS,VivoBook 15,Intel i3,8,256,Intel UHD,Professional,499,15.6,Windows 11,1.7,7,2024,Transparent Silver
HP,Pavilion 15,Intel i5,8,512,Intel Iris Xe,Student/Work,799,15.6,Windows 11,1.8,8,2024,Ceramic White
Lenovo,IdeaPad 3 14,Intel i5,8,256,Intel UHD,Gaming,649,14,Windows 11,1.5,7,2024,Platinum Gray
ASUS,ROG Zephyrus G14,AMD Ryzen 9,32,1000,NVIDIA RTX 3080,Gaming,2299,14,Windows 11,1.7,10,2024,Eclipse Gray
MSI,Creator 15,Intel i9,32,1000,NVIDIA RTX 3070,Gaming,2399,15.6,Windows 11,2.1,8,2024,Moonlight Silver
Apple,MacBook Pro 16 M1 Max,Apple M1 Max,32,512,Apple GPU,Gaming,2499,16.2,macOS,2.1,21,2024,Space Gray
Dell,Alienware X17,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2999,17.3,Windows 11,2.5,7,2024,Lunar Light
HP,Spectre x360 13,Intel i7,16,512,Intel Iris Xe,Professional,1599,13.3,Windows 11,1.3,12,2024,Poseidon Blue
Acer,Swift 3,Intel i5,8,512,Intel Iris Xe,Student/Work,799,14,Windows 11,1.3,10,2024,Silver
MSI,Stealth 15M,Intel i7,16,512,NVIDIA RTX 3060,Business,1799,15.6,Windows 11,1.8,8,2024,Black Steel
ASUS,ZenBook Flip 15,Intel i7,16,512,Intel Iris Xe,Gaming,1499,15.6,Windows 11,1.9,11,2024,Pine Gray
Lenovo,Legion 7i,Intel i9,32,1000,NVIDIA RTX 3080,Student/Work,2499,15.6,Windows 11,2.6,6,2024,Phantom Black
Apple,MacBook Air M2,Apple M2,16,512,Apple GPU,Professional,1299,13.6,macOS,1.3,18,2024,Starlight
ASUS,TUF Dash F15,Intel i7,16,512,NVIDIA RTX 3070,Gaming,1799,15.6,Windows 11,2.3,9,2024,Eclipse Gray
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3070,Student/Work,2599,17.3,Windows 11,2.7,6,2024,Black
Lenovo,ThinkPad P1 Gen 4,Intel i9,32,1000,NVIDIA Quadro T1000,Gaming,2499,15.6,Windows 11,2.1,8,2024,Black
Dell,XPS 13 9300,Intel i7,16,512,Intel Iris Xe,Gaming,1499,13.4,Windows 11,1.2,12,2024,Platinum Silver
HP,EliteBook 850 G7,Intel i7,16,512,Intel Iris Xe,Professional,1799,15.6,Windows 11,2,10,2024,Silver
ASUS,VivoBook S14,Intel i7,16,512,Intel Iris Xe,Student/Work,999,14,Windows 11,1.6,9,2024,Transparent Silver
MSI,Creator Z16,Intel i7,16,512,NVIDIA RTX 3060,Professional,1799,16,Windows 11,2,8,2024,Moonlight Silver
Lenovo,Yoga Slim 7i,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1399,14,Windows 11,1.4,12,2024,Slate Grey
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Business,1599,14,Windows 11,1.4,13,2024,Nightfall Black
ASUS,ROG Strix G17,AMD Ryzen 9,32,1000,NVIDIA RTX 3070,Business,2299,17.3,Windows 11,2.6,7,2024,Eclipse Gray
Dell,Latitude 7420,Intel i7,16,512,Intel Iris Xe,Student/Work,1799,14,Windows 11,1.5,12,2024,Black
Lenovo,ThinkPad X13,Intel i7,16,512,Intel Iris Xe,Gaming,1699,13.3,Windows 11,1.3,11,2024,Black
HP,Pavilion x360,Intel i5,8,256,Intel UHD,Business,699,14,Windows 11,1.5,8,2024,Natural Silver
ASUS,ZenBook Pro Duo 15,Intel i9,32,1000,NVIDIA RTX 3080,Content Creation,2699,15.6,Windows 11,2.5,9,2024,Celestial Blue
Acer,Aspire 5,Intel i5,8,512,Intel Iris Xe,Professional,649,15.6,Windows 11,1.8,7,2024,Silver
MSI,GS66 Stealth,Intel i7,16,512,NVIDIA RTX 3070,Hybrid Use,1999,15.6,Windows 11,2.1,9,2024,Black Steel
Apple,MacBook Pro 14 M2,Apple M2,16,512,Apple GPU,Business,1999,14,macOS,1.6,18,2024,Space Gray
ASUS,ZenBook 14,Intel i7,16,512,Intel Iris Xe,Business,1299,14,Windows 11,1.2,12,2024,Pine Gray
HP,Spectre x360 15,Intel i7,16,512,Intel Iris Xe,Professional,1799,15.6,Windows 11,2,13,2024,Nightfall Black
Dell,XPS 13 9310,Intel i5,8,256,Intel Iris Xe,Professional,1199,13.4,Windows 11,1.2,11,2024,Platinum Silver
Lenovo,ThinkPad X1 Carbon Gen 9,Intel i7,16,512,Intel Iris Xe,Gaming,1799,14,Windows 11,1.1,12,2024,Black
MSI,GF65 Thin,Intel i7,16,512,NVIDIA GTX 1660,Gaming,1299,15.6,Windows 11,1.8,7,2024,Black
Acer,Aspire 7,Intel i7,16,512,NVIDIA GTX 1650,Workstation,1199,15.6,Windows 11,2.1,8,2024,Charcoal Black
ASUS,ROG Strix Scar 15,Intel i9,32,1000,NVIDIA RTX 3080,Business,2999,15.6,Windows 11,2.5,6,2024,Black
HP,Elite Dragonfly G2,Intel i7,16,512,Intel UHD,Gaming,2199,13.3,Windows 11,1.2,15,2024,Dragonfly Blue
Lenovo,Legion 5 Pro,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Professional Use,1599,16,Windows 11,2.4,8,2024,Phantom Black
Dell,Inspiron 14,Intel i5,8,512,Intel Iris Xe,Business,799,14,Windows 11,1.6,9,2024,Black
Apple,MacBook Air 13 M2,Apple M2,8,256,Apple GPU,Gaming,1099,13.3,macOS,1.2,15,2024,Starlight
MSI,Stealth 15M,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1799,15.6,Windows 11,2,8,2024,Black
Lenovo,ThinkPad P1 Gen 4,Intel i7,16,512,NVIDIA Quadro,Gaming/Workstation,2399,15.6,Windows 11,2.2,8,2024,Black
HP,Pavilion 14,Intel i5,8,512,Intel UHD,Hybrid Use,649,14,Windows 11,1.5,7,2024,Silver
ASUS,ZenBook Duo 14,Intel i7,16,512,Intel Iris Xe,Business,1799,14,Windows 11,1.7,9,2024,Celestial Blue
Apple,MacBook Pro 16 M1 Pro,Apple M1 Pro,16,512,Apple GPU,Content Creation,2399,16.2,macOS,2,21,2024,Space Gray
Dell,XPS 17,Intel i9,32,1000,NVIDIA RTX 3060,Business,2699,17.3,Windows 11,2.5,8,2024,Platinum Silver
Lenovo,Yoga 9i,Intel i7,16,512,Intel Iris Xe,Gaming,1699,14,Windows 11,1.3,12,2024,Storm Gray
